Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,50,1,0,0,0,60,254,202,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,49,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,201,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
Q,170,8,255,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,147,85,R,170,1,0,255,8,8,0,0,50,0,0,0,0,0,164,0,0,0,60,40,0,0,128,51,1,0,0,0,60,254,200,85
